Isotype	Strain	Filtered From Analysis	ReadGroup	Total Reads	Mapped Reads	Duplicate Reads	Length Estimate
NIC199	NIC200	FALSE	BGI1-RET7-NIC200	15618185	15001096	501902	12.065
NIC199	NIC200	FALSE	BGI2-RET7-NIC200	13772951	13207450	419446	14.229
NIC199	NIC200	FALSE	BGI3-RET7a-NIC200	25592813	24549344	1167365	14.716
NIC2	NIC2	FALSE	BGI1-RET2-NIC2	15628811	11710711	310389	13.429
NIC2	NIC2	FALSE	BGI2-RET2-NIC2	15369507	11567917	304973	12.856
NIC2	NIC2	FALSE	BGI3-RET2a-NIC2	35383405	25605255	1312906	13.347
NIC2	NIC2	FALSE	Princeton1-PL_5-NIC2	19513771	18730814	137805	8.608
NIC2	NIC2	FALSE	Princeton1-PL_6-NIC2	4265760	4143307	11726	7.43
NIC207	NIC207	FALSE	BGI1-RET3-NIC207	13261388	13181788	669747	86.254
NIC207	NIC207	FALSE	BGI2-RET3-NIC207	14886036	14795694	821672	97.534
NIC207	NIC207	FALSE	BGI3-RET3a-NIC207	25120117	24968181	1729047	74.125
NIC231	NIC231	FALSE	BGI1-RET4-NIC231	12934212	11780148	192965	10.1
NIC231	NIC231	FALSE	BGI2-RET4-NIC231	11589017	10553567	192101	10.78
NIC231	NIC231	FALSE	BGI3-RET4a-NIC231	29846058	26969513	1010724	10.351
NIC231	NIC232	FALSE	BGI1-RET1-NIC232	25181110	24982420	1321795	16.913
NIC231	NIC232	FALSE	BGI2-RET1-NIC232	22277449	22102851	1097606	17.35
NIC231	NIC232	FALSE	BGI3-RET1b-NIC232	42000979	41685214	2753333	14.481
NIC236	NIC236	FALSE	BGI1-RET6-NIC236	2771304	2661060	24357	9.206
NIC236	NIC236	FALSE	BGI2-RET6-NIC236	9263885	8781869	211022	10.539
NIC236	NIC236	FALSE	BGI3-RET6a-NIC236	23146618	22115908	869318	9.317
NIC236	NIC237	FALSE	BGI1-RET5-NIC237	15721478	15225509	713411	14.277
NIC236	NIC237	FALSE	BGI2-RET5-NIC237	13662837	13227311	580905	14.857
NIC236	NIC237	FALSE	BGI3-RET5a-NIC237	27019937	26160886	1695079	14.288
NIC242	NIC242	FALSE	UChicago-EA1-NIC242	13950757	13839781	456009	19.412
NIC242	NIC242	FALSE	UChicago2-L007-NIC242	21523846	21351286	647690	13.053
NIC251	NIC251	FALSE	UChicago-EA1-NIC251	17996540	17790297	608727	13.038
NIC251	NIC251	FALSE	UChicago2-L007-NIC251	18431413	18176283	478936	14.177
NIC252	NIC252	FALSE	UChicago-EA2-NIC252	13487880	13346152	334506	8.963
NIC252	NIC252	FALSE	UChicago2-L008-NIC252	14305671	14134378	317740	7.175
NIC255	NIC255	FALSE	UChicago-EA2-NIC255	13181868	13020762	316841	10.515
NIC255	NIC255	FALSE	UChicago2-L008-NIC255	18796379	18570315	476257	9.031
NIC256	NIC256	FALSE	UChicago-EA2-NIC256	11902155	11790910	291268	14.053
NIC256	NIC256	FALSE	UChicago2-L008-NIC256	15506875	15336732	389376	10.21
NIC256	NIC263	FALSE	UChicago-EA2-NIC263	10672328	10542242	268172	17.689
NIC256	NIC263	FALSE	UChicago2-L008-NIC263	14997771	14813519	406164	15.603
NIC258	NIC258	FALSE	UChicago-EA1-NIC258	14306382	14142186	503912	17.927
NIC258	NIC258	FALSE	UChicago2-L007-NIC258	22661458	22358055	737530	14.457
NIC259	NIC259	FALSE	UChicago-EA1-NIC259	12546404	12314180	380959	19.875
NIC259	NIC259	FALSE	UChicago2-L007-NIC259	15092187	14802437	378397	14.405
NIC260	NIC260	FALSE	UChicago-EA2-NIC260	15253015	15111359	417605	11.608
NIC260	NIC260	FALSE	UChicago2-L008-NIC260	23319158	23062430	681948	9.276
NIC261	NIC261	FALSE	UChicago-EA1-NIC261	16633568	16446904	657615	16.348
NIC261	NIC261	FALSE	UChicago2-L007-NIC261	25977011	25654270	937228	11.761
NIC262	NIC262	FALSE	UChicago-EA1-NIC262	11761673	11486289	382270	15.514
NIC262	NIC262	FALSE	UChicago2-L007-NIC262	20920969	20484082	668425	10.717
NIC265	NIC265	FALSE	UChicago-EA2-NIC265	12445739	12173367	321778	8.258
NIC265	NIC265	FALSE	UChicago2-L008-NIC265	15755932	15424608	435424	7.408
NIC266	NIC266	FALSE	UChicago-EA2-NIC266	13643135	13523141	356821	31.138
NIC266	NIC266	FALSE	UChicago2-L008-NIC266	19991968	19789209	563036	26.853
NIC267	NIC267	FALSE	UChicago-EA2-NIC267	14062939	13986186	371735	9.324
NIC267	NIC267	FALSE	UChicago2-L008-NIC267	28010972	27852032	918611	5.896
NIC267	NIC270	FALSE	UChicago-EA2-NIC270	15348945	15256394	395513	8.366
NIC267	NIC270	FALSE	UChicago2-L008-NIC270	20563521	20436148	537644	6.757
NIC268	NIC268	FALSE	UChicago-EA2-NIC268	16134800	15926409	474112	12.582
NIC268	NIC268	FALSE	UChicago2-L008-NIC268	22996971	22708911	729052	9.91
NIC269	NIC269	FALSE	UChicago-EA1-NIC269	18861865	18633940	621847	16.517
NIC269	NIC269	FALSE	UChicago2-L007-NIC269	27203443	26855038	804594	10.334
NIC271	NIC271	FALSE	UChicago-EA2-NIC271	13409575	13284373	363091	17.784
NIC271	NIC271	FALSE	UChicago2-L008-NIC271	20962399	20739752	606972	12.746
NIC272	NIC272	FALSE	UChicago-EA2-NIC272	15107421	14728431	424294	10.605
NIC272	NIC272	FALSE	UChicago2-L008-NIC272	23332519	22774892	724095	7.133
NIC272	NIC273	FALSE	UChicago-EA1-NIC273	15405061	15223755	424088	6.679
NIC272	NIC273	FALSE	UChicago2-L007-NIC273	13300872	13124619	258218	8.009
NIC274	NIC274	FALSE	UChicago-EA1-NIC274	18714961	16107212	490146	3.771
NIC274	NIC274	FALSE	UChicago2-L007-NIC274	13569486	11613364	238022	4.604
NIC275	NIC275	FALSE	UChicago-EA1-NIC275	9637921	9543610	296184	23.382
NIC275	NIC275	FALSE	UChicago2-L007-NIC275	19004050	18800192	598587	18.057
NIC276	NIC276	FALSE	UChicago-EA2-NIC276	12370713	12206807	348855	9.656
NIC276	NIC276	FALSE	UChicago2-L008-NIC276	14010341	13853243	355095	7.51
NIC277	NIC277	FALSE	UChicago-EA2-NIC277	14674703	14584649	441460	12.492
NIC277	NIC277	FALSE	UChicago2-L008-NIC277	20989087	20851526	666680	10.558
NIC3	NIC3	FALSE	BGI1-RET3-NIC3	14423642	8003459	134250	4.277
NIC3	NIC3	FALSE	BGI2-RET3-NIC3	16669059	9161461	179882	4.765
NIC3	NIC3	FALSE	BGI3-RET3a-NIC3	29663270	16651983	548615	3.831
NIC3	NIC3	FALSE	Princeton1-PL_5-NIC3	25381877	24491124	272578	6.043
NIC3	NIC3	FALSE	Princeton1-PL_6-NIC3	5045006	4908697	16602	5.382
NIC3	NIC4	FALSE	BGI1-RET4-NIC4	5981635	5032027	69383	13.902
NIC3	NIC4	FALSE	BGI2-RET4-NIC4	5600789	4707127	77892	14.444
NIC3	NIC4	FALSE	BGI3-RET4a-NIC4	14756118	12265460	417554	15.441
NIC3	NIC4	FALSE	Princeton1-PL_7-NIC4	21351174	20658614	162742	6.384
NIC3	NIC4	FALSE	Princeton1-PL_8-NIC4	7824788	7623393	29978	5.666
PB303	PB303	FALSE	BGI1-RET6-PB303	4633142	4598553	63912	36.259
PB303	PB303	FALSE	BGI2-RET6-PB303	14447101	14333469	452159	49.904
PB303	PB303	FALSE	BGI3-RET6b-PB303	27453094	27239997	1216595	45.085
PB303	PB303	FALSE	Princeton1-PL_22-PB303	25012105	24805889	878416	21.58
PB306	ECA259	FALSE	BGI1-RET2-ECA259	12534851	12429037	305277	20.099
PB306	ECA259	FALSE	BGI2-RET2-ECA259	12245053	12140100	290900	18.803
PB306	ECA259	FALSE	BGI3-RET2a-ECA259	21177180	20989370	813943	21.277
PB306	ECA259	FALSE	Princeton1-PL_9-ECA259	14765021	14319619	258013	5.563
PS2025	PS2025	FALSE	BGI1-RET7-PS2025	15902114	15703679	396077	10.221
PS2025	PS2025	FALSE	BGI2-RET7-PS2025	13597679	13428356	314374	9.983
PS2025	PS2025	FALSE	BGI3-RET7a-PS2025	24866234	24555159	844510	11.569
PS2025	PS2025	FALSE	Princeton1-PL_22-PS2025	12504491	12330771	380005	9.299
PX179	PX179	FALSE	BGI1-RET6-PX179	3026851	3018228	20247	10.919
PX179	PX179	FALSE	BGI2-RET6-PX179	9654452	9626112	173256	14.009
PX179	PX179	FALSE	BGI3-RET6a-PX179	24998711	24923923	819498	12.171
PX179	PX179	FALSE	Princeton1-PL_18-PX179	13405900	13362540	2556586	7.836
PX179	PX179	FALSE	Princeton1-PL_19-PX179	28232547	28141477	8792515	6.638
PX179	PX179	FALSE	Rockman-R096.2-PX179	12306361	12239693	201583	7.343
QG2075	QG2075	FALSE	UChicago-EA1-QG2075	14714076	14564073	459131	16.63
QG2075	QG2075	FALSE	UChicago2-L007-QG2075	14488186	14312865	363624	21.274
QG536	QG536	FALSE	BGI1-RET5-QG536	12300240	12177536	410532	10.162
QG536	QG536	FALSE	BGI2-RET5-QG536	11220581	11108447	353938	11.221
QG536	QG536	FALSE	BGI3-RET5b-QG536	26660124	26393227	1299338	10.368
QG536	QG536	FALSE	Princeton1-PL_7-QG536	20575623	20136013	154315	6.481
QG536	QG536	FALSE	Princeton1-PL_8-QG536	6538296	6443531	23316	5.801
QG536	QG537	FALSE	BGI1-RET7-QG537	18119049	17961086	622035	7.145
QG536	QG537	FALSE	BGI2-RET7-QG537	16953069	16805049	569147	7.582
QG536	QG537	FALSE	BGI3-RET7b-QG537	30140070	29881683	1515011	8.018
QG536	QG537	FALSE	Princeton1-PL_21-QG537	30137881	29752047	14446966	5.15
QG536	QG537	FALSE	Princeton1-PL_7-QG537	19775716	19360234	186028	6
QG536	QG537	FALSE	Princeton1-PL_8-QG537	5976580	5894321	24186	5.216
QG536	QG538	FALSE	BGI1-RET6-QG538	4107786	4072269	52496	13.559
QG536	QG538	FALSE	BGI2-RET6-QG538	12222226	12115397	348150	15.513
QG536	QG538	FALSE	BGI3-RET6b-QG538	24450042	24236457	1058491	15.232
QG536	QG538	FALSE	Princeton1-PL_3-QG538	11818309	11444566	156708	6.611
QG536	QG538	FALSE	Princeton1-PL_4-QG538	3116671	3066891	14726	6.287
QG556	QG556	FALSE	BGI1-RET2-QG556	14184996	14017036	436704	52.711
QG556	QG556	FALSE	BGI2-RET2-QG556	13842987	13677313	412031	50.242
QG556	QG556	FALSE	BGI3-RET2a-QG556	29329436	28970679	1701159	56.931
QG556	QG558	FALSE	BGI1-RET7-QG558	11640186	11504916	274191	45.495
QG556	QG558	FALSE	BGI2-RET7-QG558	10071257	9954765	232227	50.855
QG556	QG558	FALSE	BGI3-RET7a-QG558	18035782	17826629	598225	55.184
QG557	QG557	FALSE	BGI1-RET1-QG557	16174183	16025578	802009	46.985
QG557	QG557	FALSE	BGI2-RET1-QG557	14821880	14684324	709840	47.915
QG557	QG557	FALSE	BGI3-RET1b-QG557	28458451	28203551	1770828	40.347
QW947	QW947	FALSE	UChicago-EA2-QW947	12226509	11954078	293400	10.019
QW947	QW947	FALSE	UChicago2-L008-QW947	23361270	22856348	721047	7.081
QX1211	QX1211	FALSE	BGI1-RET3-QX1211	18219941	17864963	1055461	34.238
QX1211	QX1211	FALSE	BGI2-RET3-QX1211	22302529	21865341	1415266	36.924
QX1211	QX1211	FALSE	BGI3-RET3a-QX1211	36741876	36014066	2951488	29.438
QX1211	QX1211	FALSE	Princeton1-PL_1-QX1211	35472593	34689713	559918	9.757
QX1211	QX1211	FALSE	Rockman-R106.4-QX1211	61156234	59610194	7253428	21.323
QX1211	QX1215	FALSE	BGI1-RET3-QX1215	15836597	15522482	637221	25.839
QX1211	QX1215	FALSE	BGI2-RET3-QX1215	18473088	18104314	827428	29.254
QX1211	QX1215	FALSE	BGI3-RET3b-QX1215	27092507	26548393	1540345	24.672
QX1211	QX1215	FALSE	Princeton1-PL_7-QX1215	21546477	20822065	283787	16.897
QX1211	QX1215	FALSE	Princeton1-PL_8-QX1215	7114781	6924601	40719	14.444
QX1211	QX1216	FALSE	BGI1-RET7-QX1216	18400846	18023144	859814	24.31
QX1211	QX1216	FALSE	BGI2-RET7-QX1216	16903845	16555946	775257	27.126
QX1211	QX1216	FALSE	BGI3-RET7b-QX1216	30322126	29705507	1978860	28.279
QX1212	QX1212	FALSE	BGI1-RET4-QX1212	12372237	12247252	227733	42.845
QX1212	QX1212	FALSE	BGI2-RET4-QX1212	10410665	10304932	202747	43.964
QX1212	QX1212	FALSE	BGI3-RET4a-QX1212	33965764	33619851	1465857	42.616
QX1212	QX1212	FALSE	Princeton1-PL_5-QX1212	22396518	21843910	303399	64.534
QX1212	QX1212	FALSE	Princeton1-PL_6-QX1212	5232713	5152171	30259	53.001
QX1212	QX1213	FALSE	BGI1-RET5-QX1213	17938626	17750111	835739	96.913
QX1212	QX1213	FALSE	BGI2-RET5-QX1213	15543099	15378653	687251	99.592
QX1212	QX1213	FALSE	BGI3-RET5b-QX1213	29366037	29050356	1725082	95.495
QX1212	QX1213	FALSE	Princeton1-PL_5-QX1213	21332186	20684337	250547	62.241
QX1212	QX1213	FALSE	Princeton1-PL_6-QX1213	4338872	4266732	19173	48.848
QX1212	QX1214	FALSE	BGI1-RET6-QX1214	2741293	2711002	22896	41.845
QX1212	QX1214	FALSE	BGI2-RET6-QX1214	10178155	10064979	272549	59.817
QX1212	QX1214	FALSE	BGI3-RET6a-QX1214	25762282	25472644	1086407	51.714
QX1212	QX1214	FALSE	Princeton1-PL_21-QX1214	30917756	30517025	11715527	44.261
QX1212	QX1214	FALSE	Princeton1-PL_7-QX1214	15963407	15573935	122983	48.267
QX1212	QX1214	FALSE	Princeton1-PL_8-QX1214	5118469	5039781	21285	43.172
QX1233	QX1233	FALSE	BGI1-RET4-QX1233	18253639	18098844	524669	19.535
QX1233	QX1233	FALSE	BGI2-RET4-QX1233	17256448	17107465	530832	19.608
QX1233	QX1233	FALSE	BGI3-RET4b-QX1233	30970675	30701696	1605786	21.58
QX1233	QX1233	FALSE	Princeton1-PL_22-QX1233	9756617	9662385	527863	9.235
QX1791	QX1791	FALSE	BGI1-RET2-QX1791	21901427	21535892	655620	7.869
QX1791	QX1791	FALSE	BGI2-RET2-QX1791	21617645	21253614	636980	7.435
QX1791	QX1791	FALSE	BGI3-RET2b-QX1791	25686582	25251288	950456	8.433
QX1791	QX1791	FALSE	Princeton1-PL_3-QX1791	17563146	16958617	121834	6.839
QX1791	QX1791	FALSE	Princeton1-PL_4-QX1791	5661367	5532680	19405	6.598
QX1792	QX1792	FALSE	BGI1-RET2-QX1792	12380184	12233404	363410	25.052
QX1792	QX1792	FALSE	BGI2-RET2-QX1792	12228777	12082705	352329	23.826
QX1792	QX1792	FALSE	BGI3-RET2b-QX1792	18670674	18443644	855190	26.687
QX1792	QX1792	FALSE	Princeton1-PL_5-QX1792	23391787	22704117	240713	7.809
QX1792	QX1792	FALSE	Princeton1-PL_6-QX1792	5487511	5395707	22410	7.206
QX1792	QX1792	FALSE	UChicago-EA1-QX1792	18703914	18504631	623708	9.449
QX1792	QX1792	FALSE	UChicago2-L007-QX1792	20659849	20400640	560891	7.594
QX1793	QX1793	FALSE	BGI1-RET2-QX1793	15440058	15245869	499275	14.124
QX1793	QX1793	FALSE	BGI2-RET2-QX1793	14177343	13998557	429297	12.323
QX1793	QX1793	FALSE	BGI3-RET2b-QX1793	18845655	18591188	920354	14.455
QX1793	QX1793	FALSE	Princeton1-PL_7-QX1793	13110061	12701669	155210	8.4
QX1793	QX1793	FALSE	Princeton1-PL_8-QX1793	3888993	3817413	18078	7.533
QX1794	QX1794	FALSE	BGI1-RET2-QX1794	27370535	26911446	1227793	32.955
QX1794	QX1794	FALSE	BGI2-RET2-QX1794	26800547	26346035	1168583	30.597
QX1794	QX1794	FALSE	BGI3-RET2b-QX1794	36170827	35538736	2164482	35.223
RC301	PX174	FALSE	MMP-ML_2-PX174	4312118	4244464	41028	14.657
RC301	PX174	FALSE	MMP-ML_3-PX174	6701336	6615413	74924	15.721
RC301	PX174	FALSE	MMP-ML_5-PX174	3311332	3269885	20491	18.325
RC301	PX174	FALSE	MMP-ML_6-PX174	5215569	5139644	34829	16.216
RC301	PX174	FALSE	MMP-ML_7-PX174	9670566	9530010	78759	16.103
RC301	PX174	TRUE	Rockman-R083.8-PX174	0	0	0	NA
RC301	RC301	FALSE	BGI1-RET5-RC301	10108987	10040489	309437	49.696
RC301	RC301	FALSE	BGI2-RET5-RC301	8867429	8807123	264033	54.818
RC301	RC301	FALSE	BGI3-RET5a-RC301	18371509	18249153	812775	47.771
RC301	RC301	FALSE	Princeton1-PL_18-RC301	8237082	8170670	1083210	20.22
RC301	RC301	FALSE	Princeton1-PL_19-RC301	26079025	25879276	7896135	19.167
RC301	RC301	TRUE	Rockman-R076.3-RC301	0	0	0	NA
RC301	RC301	TRUE	Rockman-R076.4-RC301	0	0	0	NA
WN2001	WN2001	FALSE	BGI1-RET6-WN2001	4555291	4509768	41941	10.412
WN2001	WN2001	FALSE	BGI2-RET6-WN2001	12517334	12387502	238169	12.774
WN2001	WN2001	FALSE	BGI3-RET6b-WN2001	23948905	23705435	781433	11.787
WN2001	WN2001	FALSE	Princeton1-PL_3-WN2001	17975587	17537995	106117	7.212
WN2001	WN2001	FALSE	Princeton1-PL_4-WN2001	5468904	5388554	15690	6.978
WN2001	WN2010	FALSE	BGI1-RET7-WN2010	14615569	14438777	330522	17.696
WN2001	WN2010	FALSE	BGI2-RET7-WN2010	13181103	13019101	282610	19.455
WN2001	WN2010	FALSE	BGI3-RET7b-WN2010	24965843	24657387	901434	19.864
WN2001	WN2011	FALSE	BGI1-RET5-WN2011	15284451	15108918	456671	27.288
WN2001	WN2011	FALSE	BGI2-RET5-WN2011	13756292	13597082	391591	30.471
WN2001	WN2011	FALSE	BGI3-RET5b-WN2011	30370993	30019149	1390116	26.769
WN2001	WN2013	FALSE	BGI1-RET7-WN2013	19124810	18906056	522071	19.266
WN2001	WN2013	FALSE	BGI2-RET7-WN2013	15062743	14887421	365355	22
WN2001	WN2013	FALSE	BGI3-RET7b-WN2013	29321939	28979898	1201072	22.958
WN2001	WN2014	FALSE	BGI1-RET4-WN2014	12256194	12124736	202501	15.2
WN2001	WN2014	FALSE	BGI2-RET4-WN2014	11505521	11381825	217405	16.125
WN2001	WN2014	FALSE	BGI3-RET4b-WN2014	24804531	24533097	891604	16.867
WN2001	WN2016	FALSE	BGI1-RET7-WN2016	19497069	19270567	583072	8.625
WN2001	WN2016	FALSE	BGI2-RET7-WN2016	17475932	17270152	488952	9.142
WN2001	WN2016	FALSE	BGI3-RET7b-WN2016	36824340	36392897	1771571	9.851
WN2001	WN2017	FALSE	BGI1-RET6-WN2017	7313110	7194774	107312	15.051
WN2001	WN2017	FALSE	BGI2-RET6-WN2017	18267264	17927360	492485	19.439
WN2001	WN2017	FALSE	BGI3-RET6b-WN2017	41677240	40959347	2158323	18.033
WN2001	WN2018	FALSE	BGI1-RET5-WN2018	13390150	13152265	342926	23.608
WN2001	WN2018	FALSE	BGI2-RET5-WN2018	11560710	11351809	272754	24.355
WN2001	WN2018	FALSE	BGI3-RET5b-WN2018	24293742	23869823	909945	22.838
WN2001	WN2019	FALSE	BGI1-RET7-WN2019	16873382	16653617	437938	11.166
WN2001	WN2019	FALSE	BGI2-RET7-WN2019	15111656	14913178	371050	11.962
WN2001	WN2019	FALSE	BGI3-RET7b-WN2019	29305839	28914108	1128392	12.378
WN2001	WN2020	FALSE	BGI1-RET7-WN2020	14867946	14669837	321736	18.155
WN2001	WN2020	FALSE	BGI2-RET7-WN2020	12976106	12801034	257936	20.011
WN2001	WN2020	FALSE	BGI3-RET7b-WN2020	24113640	23778759	788135	21.316
WN2001	WN2021	FALSE	BGI3-RET1b-WN2021	28525747	28147839	1349759	20.881
WN2002	WN2002	FALSE	BGI1-RET5-WN2002	15718846	15592024	427392	10.374
WN2002	WN2002	FALSE	BGI2-RET5-WN2002	13943571	13830822	352906	11.763
WN2002	WN2002	FALSE	BGI3-RET5b-WN2002	26183543	25968604	982716	10.49
