Isotype	Strain	Sequencing Run	Sequencing Library	Source	ReadGroup	Library Preparation Method	Trimming
JU1581	JU1516	BGI3	RET4b	Andersen	BGI3-RET4b-JU1516	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
JU1581	JU1581	BGI3	RET6b	Andersen	BGI3-RET6b-JU1581	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
JU1581	JU1581	Princeton1	PL_13	Princeton	Princeton1-PL_13-JU1581	Sonication	NA
JU1581	JU1581	Princeton1	PL_14	Princeton	Princeton1-PL_14-JU1581	Sonication	NA
JU1581	JU1516	Princeton1	PL_5	Princeton	Princeton1-PL_5-JU1516	Sonication	NA
JU1581	JU1516	Princeton1	PL_6	Princeton	Princeton1-PL_6-JU1516	Sonication	NA
JU561	JU561	BGI1	RET7	Andersen	BGI1-RET7-JU561	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
JU561	JU561	BGI2	RET7	Andersen	BGI2-RET7-JU561	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
JU561	JU561	BGI3	RET7b	Andersen	BGI3-RET7b-JU561	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
JU323	JU323	BGI1	RET7	Andersen	BGI1-RET7-JU323	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
JU323	JU323	BGI2	RET7	Andersen	BGI2-RET7-JU323	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
JU323	JU323	BGI3	RET7a	Andersen	BGI3-RET7a-JU323	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
JU323	JU322	MMP	ML_2	MMP	MMP-ML_2-JU322	Sonication	NA
JU323	JU322	MMP	ML_3	MMP	MMP-ML_3-JU322	Sonication	NA
JU323	JU322	MMP	ML_5	MMP	MMP-ML_5-JU322	Sonication	NA
JU323	JU322	MMP	ML_6	MMP	MMP-ML_6-JU322	Sonication	NA
JU323	JU322	MMP	ML_7	MMP	MMP-ML_7-JU322	Sonication	NA
JU367	JU367	BGI1	RET7	Andersen	BGI1-RET7-JU367	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
JU367	JU367	BGI2	RET7	Andersen	BGI2-RET7-JU367	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
JU367	JU367	BGI3	RET7b	Andersen	BGI3-RET7b-JU367	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
JU367	JU361	MMP	ML_2	MMP	MMP-ML_2-JU361	Sonication	NA
JU367	JU361	MMP	ML_3	MMP	MMP-ML_3-JU361	Sonication	NA
JU367	JU361	MMP	ML_5	MMP	MMP-ML_5-JU361	Sonication	NA
JU367	JU361	MMP	ML_6	MMP	MMP-ML_6-JU361	Sonication	NA
JU367	JU361	MMP	ML_7	MMP	MMP-ML_7-JU361	Sonication	NA
JU440	JU440	BGI1	RET3	Andersen	BGI1-RET3-JU440	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
JU440	JU440	BGI2	RET3	Andersen	BGI2-RET3-JU440	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
JU440	JU440	BGI3	RET3b	Andersen	BGI3-RET3b-JU440	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
JU440	JU440	Princeton1	PL_9	Princeton	Princeton1-PL_9-JU440	Sonication	NA
JU792	JU792	BGI2	RET6	Andersen	BGI2-RET6-JU792	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
JU792	JU792	BGI3	RET6a	Andersen	BGI3-RET6a-JU792	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
JU751	JU751	BGI1	RET5	Andersen	BGI1-RET5-JU751	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
JU751	JU751	BGI2	RET5	Andersen	BGI2-RET5-JU751	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
JU751	JU751	BGI3	RET5a	Andersen	BGI3-RET5a-JU751	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
JU258	JU258	BGI1	RET1	Andersen	BGI1-RET1-JU258	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
JU258	JU258	BGI2	RET1	Andersen	BGI2-RET1-JU258	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
JU258	JU258	BGI3	RET1a	Andersen	BGI3-RET1a-JU258	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
JU258	JU258	MMP	ML_2	MMP	MMP-ML_2-JU258	Sonication	NA
JU258	JU258	MMP	ML_3	MMP	MMP-ML_3-JU258	Sonication	NA
JU258	JU258	MMP	ML_5	MMP	MMP-ML_5-JU258	Sonication	NA
JU258	JU258	MMP	ML_6	MMP	MMP-ML_6-JU258	Sonication	NA
JU258	JU258	MMP	ML_7	MMP	MMP-ML_7-JU258	Sonication	NA
JU258	JU258	Princeton2	P	Princeton	Princeton2-P-JU258	Sonication	NA
JU847	JU847	BGI1	RET7	Andersen	BGI1-RET7-JU847	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
JU847	JU847	BGI2	RET7	Andersen	BGI2-RET7-JU847	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
JU847	JU847	BGI3	RET7a	Andersen	BGI3-RET7a-JU847	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
JU774	JU774	BGI1	RET7	Andersen	BGI1-RET7-JU774	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
JU774	JU774	BGI2	RET7	Andersen	BGI2-RET7-JU774	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
JU774	JU774	BGI3	RET7a	Andersen	BGI3-RET7a-JU774	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
JU774	JU774	Princeton1	PL_18	Princeton	Princeton1-PL_18-JU774	Sonication	NA
JU774	JU774	Princeton1	PL_19	Princeton	Princeton1-PL_19-JU774	Sonication	NA
JU830	JU830	BGI1	RET3	Andersen	BGI1-RET3-JU830	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
JU830	JU830	BGI2	RET3	Andersen	BGI2-RET3-JU830	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
JU830	JU830	BGI3	RET3a	Andersen	BGI3-RET3a-JU830	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
JU775	JU775	BGI1	RET2	Andersen	BGI1-RET2-JU775	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
JU775	JU775	BGI2	RET2	Andersen	BGI2-RET2-JU775	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
JU775	JU775	BGI3	RET2a	Andersen	BGI3-RET2a-JU775	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
JU775	JU775	MMP	ML_2	MMP	MMP-ML_2-JU775	Sonication	NA
JU775	JU775	MMP	ML_3	MMP	MMP-ML_3-JU775	Sonication	NA
JU775	JU775	MMP	ML_5	MMP	MMP-ML_5-JU775	Sonication	NA
JU775	JU775	MMP	ML_6	MMP	MMP-ML_6-JU775	Sonication	NA
JU775	JU775	MMP	ML_7	MMP	MMP-ML_7-JU775	Sonication	NA
JU775	JU775	Princeton1	PL_9	Princeton	Princeton1-PL_9-JU775	Sonication	NA
JU642	JU642	BGI1	RET4	Andersen	BGI1-RET4-JU642	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
JU642	JU642	BGI2	RET4	Andersen	BGI2-RET4-JU642	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
JU642	JU642	BGI3	RET4b	Andersen	BGI3-RET4b-JU642	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
JU642	JU642	MMP	ML_2	MMP	MMP-ML_2-JU642	Sonication	NA
JU642	JU642	MMP	ML_3	MMP	MMP-ML_3-JU642	Sonication	NA
JU642	JU642	MMP	ML_5	MMP	MMP-ML_5-JU642	Sonication	NA
JU642	JU642	MMP	ML_6	MMP	MMP-ML_6-JU642	Sonication	NA
JU642	JU642	MMP	ML_7	MMP	MMP-ML_7-JU642	Sonication	NA
JU642	JU642	Princeton1	PL_18	Princeton	Princeton1-PL_18-JU642	Sonication	NA
JU642	JU642	Princeton1	PL_19	Princeton	Princeton1-PL_19-JU642	Sonication	NA
JU778	JU778	BGI1	RET1	Andersen	BGI1-RET1-JU778	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
JU778	JU778	BGI2	RET1	Andersen	BGI2-RET1-JU778	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
JU778	JU778	BGI3	RET1b	Andersen	BGI3-RET1b-JU778	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
JU310	JU310	BGI1	RET4	Andersen	BGI1-RET4-JU310	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
JU310	JU310	BGI2	RET4	Andersen	BGI2-RET4-JU310	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
JU310	JU310	BGI3	RET4b	Andersen	BGI3-RET4b-JU310	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
JU310	JU263	MMP	ML_2	MMP	MMP-ML_2-JU263	Sonication	NA
JU310	JU300	MMP	ML_2	MMP	MMP-ML_2-JU300	Sonication	NA
JU310	JU263	MMP	ML_3	MMP	MMP-ML_3-JU263	Sonication	NA
JU310	JU300	MMP	ML_3	MMP	MMP-ML_3-JU300	Sonication	NA
JU310	JU263	MMP	ML_5	MMP	MMP-ML_5-JU263	Sonication	NA
JU310	JU300	MMP	ML_5	MMP	MMP-ML_5-JU300	Sonication	NA
JU310	JU263	MMP	ML_6	MMP	MMP-ML_6-JU263	Sonication	NA
JU310	JU300	MMP	ML_6	MMP	MMP-ML_6-JU300	Sonication	NA
JU310	JU263	MMP	ML_7	MMP	MMP-ML_7-JU263	Sonication	NA
JU310	JU300	MMP	ML_7	MMP	MMP-ML_7-JU300	Sonication	NA
JU310	JU310	Princeton1	PL_17	Princeton	Princeton1-PL_17-JU310	Sonication	NA
JU310	JU310	Princeton1	PL_20	Princeton	Princeton1-PL_20-JU310	Sonication	NA
JU310	JU310	Princeton1	PL_24	Princeton	Princeton1-PL_24-JU310	Sonication	NA
KR314	KR314	BGI1	RET5	Andersen	BGI1-RET5-KR314	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
KR314	KR314	BGI2	RET5	Andersen	BGI2-RET5-KR314	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
KR314	KR314	BGI3	RET5b	Andersen	BGI3-RET5b-KR314	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
KR314	KR314	MMP	ML_2	MMP	MMP-ML_2-KR314	Sonication	NA
KR314	KR314	MMP	ML_3	MMP	MMP-ML_3-KR314	Sonication	NA
KR314	KR314	MMP	ML_5	MMP	MMP-ML_5-KR314	Sonication	NA
KR314	KR314	MMP	ML_6	MMP	MMP-ML_6-KR314	Sonication	NA
KR314	KR314	MMP	ML_7	MMP	MMP-ML_7-KR314	Sonication	NA
KR314	KR314	Princeton1	PL_20	Princeton	Princeton1-PL_20-KR314	Sonication	NA
JU311	JU315	BGI1	RET3	Andersen	BGI1-RET3-JU315	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
JU311	JU311	BGI1	RET5	Andersen	BGI1-RET5-JU311	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
JU311	JU315	BGI2	RET3	Andersen	BGI2-RET3-JU315	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
JU311	JU311	BGI2	RET5	Andersen	BGI2-RET5-JU311	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
JU311	JU315	BGI3	RET3b	Andersen	BGI3-RET3b-JU315	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
JU311	JU311	BGI3	RET5b	Andersen	BGI3-RET5b-JU311	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
JU311	JU312	MMP	ML_2	MMP	MMP-ML_2-JU312	Sonication	NA
JU311	JU312	MMP	ML_3	MMP	MMP-ML_3-JU312	Sonication	NA
JU311	JU312	MMP	ML_5	MMP	MMP-ML_5-JU312	Sonication	NA
JU311	JU312	MMP	ML_6	MMP	MMP-ML_6-JU312	Sonication	NA
JU311	JU312	MMP	ML_7	MMP	MMP-ML_7-JU312	Sonication	NA
JU311	JU315	Princeton1	PL_3	Princeton	Princeton1-PL_3-JU315	Sonication	NA
JU311	JU315	Princeton1	PL_4	Princeton	Princeton1-PL_4-JU315	Sonication	NA
JU311	JU319	Rockman	R083.8	Rockman	Rockman-R083.8-JU319	Sonication	NA
JU360	JU360	BGI1	RET1	Andersen	BGI1-RET1-JU360	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
JU360	JU363	BGI1	RET2	Andersen	BGI1-RET2-JU363	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
JU360	JU360	BGI2	RET1	Andersen	BGI2-RET1-JU360	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
JU360	JU363	BGI2	RET2	Andersen	BGI2-RET2-JU363	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
JU360	JU360	BGI3	RET1b	Andersen	BGI3-RET1b-JU360	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
JU360	JU363	BGI3	RET2b	Andersen	BGI3-RET2b-JU363	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
JU360	JU360	MMP	ML_2	MMP	MMP-ML_2-JU360	Sonication	NA
JU360	JU360	MMP	ML_3	MMP	MMP-ML_3-JU360	Sonication	NA
JU360	JU360	MMP	ML_5	MMP	MMP-ML_5-JU360	Sonication	NA
JU360	JU360	MMP	ML_6	MMP	MMP-ML_6-JU360	Sonication	NA
JU360	JU360	MMP	ML_7	MMP	MMP-ML_7-JU360	Sonication	NA
JU360	JU360	Princeton1	PL_12	Princeton	Princeton1-PL_12-JU360	Sonication	NA
JU360	JU363	UChicago	EA2	Andersen	UChicago-EA2-JU363	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
JU360	JU363	UChicago2	L008	Andersen	UChicago2-L008-JU363	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
MY10	MY10	BGI1	RET3	Andersen	BGI1-RET3-MY10	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
MY10	MY10	BGI2	RET3	Andersen	BGI2-RET3-MY10	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
MY10	MY10	BGI3	RET3b	Andersen	BGI3-RET3b-MY10	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
MY10	MY10	Princeton1	PL_18	Princeton	Princeton1-PL_18-MY10	Sonication	NA
MY10	MY10	Princeton1	PL_19	Princeton	Princeton1-PL_19-MY10	Sonication	NA
NIC166	NIC166	BGI1	RET5	Andersen	BGI1-RET5-NIC166	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
NIC166	NIC166	BGI2	RET5	Andersen	BGI2-RET5-NIC166	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
NIC166	NIC166	BGI3	RET5a	Andersen	BGI3-RET5a-NIC166	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
LKC34	LKC34	BGI1	RET3	Andersen	BGI1-RET3-LKC34	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
LKC34	LKC34	BGI2	RET3	Andersen	BGI2-RET3-LKC34	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
LKC34	LKC34	BGI3	RET3a	Andersen	BGI3-RET3a-LKC34	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
LKC34	LKC34	MMP	ML_2	MMP	MMP-ML_2-LKC34	Sonication	NA
LKC34	LKC34	MMP	ML_3	MMP	MMP-ML_3-LKC34	Sonication	NA
LKC34	LKC34	MMP	ML_5	MMP	MMP-ML_5-LKC34	Sonication	NA
LKC34	LKC34	MMP	ML_6	MMP	MMP-ML_6-LKC34	Sonication	NA
LKC34	LKC34	MMP	ML_7	MMP	MMP-ML_7-LKC34	Sonication	NA
LKC34	LKC34	Princeton1	PL_9	Princeton	Princeton1-PL_9-LKC34	Sonication	NA
LSJ1	LSJ1	BGI1	RET4	Andersen	BGI1-RET4-LSJ1	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
LSJ1	LSJ1	BGI2	RET4	Andersen	BGI2-RET4-LSJ1	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
LSJ1	LSJ1	BGI3	RET4a	Andersen	BGI3-RET4a-LSJ1	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
LSJ1	LSJ1	Princeton1	PL_15	Princeton	Princeton1-PL_15-LSJ1	Sonication	NA
LSJ1	LSJ1	Princeton1	PL_16	Princeton	Princeton1-PL_16-LSJ1	Sonication	NA
NIC252	NIC252	UChicago	EA2	Andersen	UChicago-EA2-NIC252	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
NIC252	NIC252	UChicago2	L008	Andersen	UChicago2-L008-NIC252	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
NIC242	NIC242	UChicago	EA1	Andersen	UChicago-EA1-NIC242	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
NIC242	NIC242	UChicago2	L007	Andersen	UChicago2-L007-NIC242	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
NIC251	NIC251	UChicago	EA1	Andersen	UChicago-EA1-NIC251	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
NIC251	NIC251	UChicago2	L007	Andersen	UChicago2-L007-NIC251	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
NIC207	NIC207	BGI1	RET3	Andersen	BGI1-RET3-NIC207	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
NIC207	NIC207	BGI2	RET3	Andersen	BGI2-RET3-NIC207	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
NIC207	NIC207	BGI3	RET3a	Andersen	BGI3-RET3a-NIC207	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
JU782	JU782	BGI1	RET2	Andersen	BGI1-RET2-JU782	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
JU782	JU782	BGI2	RET2	Andersen	BGI2-RET2-JU782	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
JU782	JU782	BGI3	RET2a	Andersen	BGI3-RET2a-JU782	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
JU782	JU782	Princeton1	PL_17	Princeton	Princeton1-PL_17-JU782	Sonication	NA
JU782	JU782	Princeton1	PL_21	Princeton	Princeton1-PL_21-JU782	Sonication	NA
JU782	JU782	Princeton1	PL_24	Princeton	Princeton1-PL_24-JU782	Sonication	NA
JU782	JU782	UChicago	EA1	Andersen	UChicago-EA1-JU782	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
JU782	JU782	UChicago2	L007	Andersen	UChicago2-L007-JU782	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
NIC255	NIC255	UChicago	EA2	Andersen	UChicago-EA2-NIC255	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
NIC255	NIC255	UChicago2	L008	Andersen	UChicago2-L008-NIC255	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
MY16	MY16	BGI1	RET2	Andersen	BGI1-RET2-MY16	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
MY16	MY16	BGI2	RET2	Andersen	BGI2-RET2-MY16	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
MY16	MY16	BGI3	RET2a	Andersen	BGI3-RET2a-MY16	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
MY16	MY16	MMP	ML_2	MMP	MMP-ML_2-MY16	Sonication	NA
MY16	MY16	MMP	ML_3	MMP	MMP-ML_3-MY16	Sonication	NA
MY16	MY16	MMP	ML_5	MMP	MMP-ML_5-MY16	Sonication	NA
MY16	MY16	MMP	ML_6	MMP	MMP-ML_6-MY16	Sonication	NA
MY16	MY16	MMP	ML_7	MMP	MMP-ML_7-MY16	Sonication	NA
MY16	MY16	Princeton1	PL_22	Princeton	Princeton1-PL_22-MY16	Sonication	NA
MY16	MY16	Rockman	R076.2	Rockman	Rockman-R076.2-MY16	Sonication	NA
MY16	MY16	Rockman	R096.2	Rockman	Rockman-R096.2-MY16	Sonication	NA
NIC259	NIC259	UChicago	EA1	Andersen	UChicago-EA1-NIC259	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
NIC259	NIC259	UChicago2	L007	Andersen	UChicago2-L007-NIC259	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
NIC1	NIC1	BGI1	RET3	Andersen	BGI1-RET3-NIC1	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
NIC1	NIC1	BGI2	RET3	Andersen	BGI2-RET3-NIC1	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
NIC1	NIC1	BGI3	RET3a	Andersen	BGI3-RET3a-NIC1	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
NIC1	NIC1	Princeton1	PL_3	Princeton	Princeton1-PL_3-NIC1	Sonication	NA
NIC1	NIC1	Princeton1	PL_4	Princeton	Princeton1-PL_4-NIC1	Sonication	NA
NIC258	NIC258	UChicago	EA1	Andersen	UChicago-EA1-NIC258	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
NIC258	NIC258	UChicago2	L007	Andersen	UChicago2-L007-NIC258	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
NIC260	NIC260	UChicago	EA2	Andersen	UChicago-EA2-NIC260	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
NIC260	NIC260	UChicago2	L008	Andersen	UChicago2-L008-NIC260	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
NIC199	NIC199	BGI1	RET6	Andersen	BGI1-RET6-NIC199	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
NIC199	NIC200	BGI1	RET7	Andersen	BGI1-RET7-NIC200	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
NIC199	NIC199	BGI2	RET6	Andersen	BGI2-RET6-NIC199	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
NIC199	NIC200	BGI2	RET7	Andersen	BGI2-RET7-NIC200	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
NIC199	NIC199	BGI3	RET6a	Andersen	BGI3-RET6a-NIC199	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
NIC199	NIC200	BGI3	RET7a	Andersen	BGI3-RET7a-NIC200	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
NIC236	NIC237	BGI1	RET5	Andersen	BGI1-RET5-NIC237	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
NIC236	NIC236	BGI1	RET6	Andersen	BGI1-RET6-NIC236	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
NIC236	NIC237	BGI2	RET5	Andersen	BGI2-RET5-NIC237	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
NIC236	NIC236	BGI2	RET6	Andersen	BGI2-RET6-NIC236	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
NIC236	NIC237	BGI3	RET5a	Andersen	BGI3-RET5a-NIC237	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
NIC236	NIC236	BGI3	RET6a	Andersen	BGI3-RET6a-NIC236	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
MY18	MY18	BGI1	RET7	Andersen	BGI1-RET7-MY18	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
MY18	MY18	BGI2	RET7	Andersen	BGI2-RET7-MY18	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
MY18	MY18	BGI3	RET7a	Andersen	BGI3-RET7a-MY18	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
MY18	MY6	MMP	ML_2	MMP	MMP-ML_2-MY6	Sonication	NA
MY18	MY6	MMP	ML_3	MMP	MMP-ML_3-MY6	Sonication	NA
MY18	MY6	MMP	ML_5	MMP	MMP-ML_5-MY6	Sonication	NA
MY18	MY6	MMP	ML_6	MMP	MMP-ML_6-MY6	Sonication	NA
MY18	MY6	MMP	ML_7	MMP	MMP-ML_7-MY6	Sonication	NA
MY18	MY18	Princeton1	PL_18	Princeton	Princeton1-PL_18-MY18	Sonication	NA
MY18	MY18	Princeton1	PL_19	Princeton	Princeton1-PL_19-MY18	Sonication	NA
MY18	MY18	Rockman	R096.4	Rockman	Rockman-R096.4-MY18	Sonication	NA
NIC262	NIC262	UChicago	EA1	Andersen	UChicago-EA1-NIC262	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
